;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
1988;1988;Программист 1С;Москва;;45000.0;Флюид-Лайн;2019-12-04;0;Нет опыта;Полная занятость;Полный день;"Обязанности: -Программирование‚ разработка в среде 1С:8.3-Участие в работах по тестированию, внедрению новых технологий и сервисов.- Написание новых отчетов, обработок, печатных форм, документов и т.п. Требования: • Базовые знания и навыки программирования в системе «1С:Предприятие»• Опыт программирования в 1C 8.3 будет преимуществом;• Готовность обучаться, ответственность, дисциплинированность, внимательность. Условия: • Оформление по ТК• Стабильные своевременные выплаты заработной платы• Полностью белая заработная плата• График работы: 5/2 с 9.00 до 17.30";Программирование‚ разработка в среде 1С:8.3. -Участие в работах по тестированию, внедрению новых технологий и сервисов. - ;Базовые знания и навыки программирования в системе «1С:Предприятие». Опыт программирования в 1C 8.3 будет преимуществом. ;;1С программирование
95;95;Программист 1С;Екатеринбург;;50000.0;Уральский дизель-моторный завод;2019-12-04;0;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  администрирование 1С; обновление конфигурации; участие в описании бизнес-процессов; решение проблем пользователей 1С на предприятии.  Требования:  опыт самостоятельного программирования 1С опыт работы с конфигурацией УПП; понимание принципов бухгалтерского, финансового и складского учета.  Условия:  официальное трудоустройство; социальный пакет согласно ТК РФ; частичная компенсация расходов на аренду жилья/оплату детского сада; график работы: 8:00-16:40; место работы: Эльмаш. ";Администрирование 1С. Обновление конфигурации. Участие в описании бизнес-процессов. Решение проблем пользователей 1С на предприятии.;Опыт самостоятельного программирования 1С. Опыт работы с конфигурацией УПП. Понимание принципов бухгалтерского, финансового и складского учета.;;
1883;1883;Программист 1С;Екатеринбург;50000.0;65000.0;Люди Дела;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;Программист 1С  В IT-отдел производственно-торговой компании требуется Программист-консультант 1С Задачи: · Консультирование пользователей по работе с типовыми и доработанными конфигурациями. Помощь в случаях возникновения ошибок учета. Нахождение оптимального пути исправления ошибок. · Администрирование баз данных (ведение списка пользователей, настройка прав доступа, работа с регламентными заданиями). · Обучение пользователей, разработка инструкций. · Обновление типовых и доработанных конфигураций. · Настройка и сопровождение обменов. · Разработка и настройка отчетов. · Доработка конфигураций, в т.ч. с использованием расширений. Необходимые знания, навыки: · Стаж работы в качестве программиста-консультанта 1С от 2 лет · Понимание основных принципов бухгалтерского, складского и производственного учета · Навыки программирования и конфигурирования на платформе 1С · Умение гибко использовать типовые универсальные отчеты и обработки. · Понимание принципов хранения информации в регистрах учета платформы 1С. · Умение разрабатывать правила обмена с использованием КД 2.0. Приветствуется знание КД 3.0. · Опыт работы в 1С: УТ 11, Бухгалтерия 3.0. Приветствуется опыт в УТП КЗ 2.0, УПП 1.3, КА 2.4 · Приветствуется опыт во франчайзинге. · Будет плюсом наличие сертификатов 1С. Условия: · возможность профессионального роста и совершенствования навыков программирования 1С · з/п 50 000 – 65 000 руб. (в зависимости от уровня кандидата) · готовы рассматривать кандидатов как с небольшим опытом, так и более продвинутых (уровень з/п обсуждается);Консультирование пользователей по работе с типовыми и доработанными конфигурациями. Помощь в случаях возникновения ошибок учета. Нахождение оптимального пути исправления ошибок. ;Необходимые знания, навыки: Стаж работы в качестве программиста-консультанта 1С от 2 лет. Понимание основных принципов бухгалтерского, складского и...;;"1С программирование;1С: Управление Производственным Предприятием;1С: Бухгалтерия;1С: Управление Торговлей"
591;591;Программист 1С;Иваново (Ивановская область);60000.0;70000.0;Алиса;2019-11-27;7;От 3 до 6 лет;Частичная занятость;Удаленная работа;Обязанности:  Программирование: документы, отчеты, механизмы интеграции с сайтом Методическая работа, разработка документации Без HotLine, звонков и т.п.  Требования:  Хороший навык работы с СКД. Хороший навык работы с обычными формами. Навык работы с управляемыми формами. Хорошие базовые навыки программирования и ООП. Хорошее понимание бизнес-процессов розничной торговли. Базовый навык в смежных областях: администрирование, WEB технологии. Высокая коммуникативная доступность: Skype с видео, Viber, Telegram.  Условия:  Рассматривается вариант сотрудничества от 30 до 100 % рабочего времени. Один постановщик задач. Удаленная работа. ;Программирование: документы, отчеты, механизмы интеграции с сайтом. Методическая работа, разработка документации. Без HotLine, звонков и т.п.;Хороший навык работы с СКД. Хороший навык работы с обычными формами. Навык работы с управляемыми формами. Хорошие базовые навыки программирования...;;"1С программирование;1С: Предприятие 8"
1700;1700;Программист 1С;Санкт-Петербург;60000.0;70000.0;Образовательный центр охраны труда;2019-11-14;20;Нет опыта;Полная занятость;Полный день;"Требования:   1C Предприятие 8.3 «Бухгалтерия предприятия»; опыт самостоятельной развертки и обновления конфигурации 1С; внимательность, умение понимать и выполнять задачи; воспитанность‚ дружелюбие; способность выполнять задачи указанные ниже; положительное прохождение собеседования.  Требуется специалист в отдел договоров. Вам предстоит:  оптимизация существующего функционала 1C:Предприятие 8.3, доработка типового решения; написание обработок; настройка интеграции с документооборотом; участие в внедрении CRM; взаимодействие с отделом обучения по вопросам формирования учебных групп для выставления счетов/актов; при хорошем объёме знаний и увлечённости - возможно расширение круга обязанностей.  Условия:  Атмосфера уважения в коллективе созданы опытным руководителем; Комфортная работа в офисе у метро Крестовский остров, (Чкаловская, Старая Деревня); Официальное трудоустройство; Испытательный срок всегда оплачиваемый; Заработная плата уточняется по результатам собеседования (фиксированная оплата + ежемесячная премия); Организованы комфортные условия работы, выделенная зона приёма пищи, корпоративные праздники спортивного и познавательного характера; Современный ремонт; Стандартная рабочая неделя. ";Оптимизация существующего функционала 1C:Предприятие 8.3, доработка типового решения. Написание обработок. Настройка интеграции с документооборотом. Участие в внедрении...;1C Предприятие 8.3 «Бухгалтерия предприятия». Опыт самостоятельной развертки и обновления конфигурации 1С. Внимательность, умение понимать и выполнять...;;1С
487;487;Программист 1С;Москва;60000.0;80000.0;ЭМПИС;2019-12-03;1;От 1 года до 3 лет;Полная занятость;Удаленная работа;"В IT-компанию (партнер агентства интернет-маркетинга) приглашается программист 1С на удаленную полную занятость 5/2 по 8 часов с проектами наших постоянных клиентов Обязанности:- Удаленная доработка программ на платформе 1С; Требования:- Опыт работы программистом 1С от двух лет;- Опыт доработки одной или нескольких конфигураций: УТ/БП/ЗУП/КА/УПП/ERP;- Опыт работы с КД2 или КД3 (или готовность обучиться/разобраться);- Желательно знание/понимание принципов интеграции 1С (Bitrix);- Знание обычных или управляемых форм;- Готовность при необходимости обучаться; Условия:- трудоустройство по ТК РФ;- полный рабочий день (возможность оперативно ответить по Скайпу/телефону);- оклад 60 000 руб. net- выплата ежемесячных премий по результатам работы (в среднем 20 000 руб.);- оплата обучения;- возможность получить сертификаты 1С;- возможен профессиональный и карьерный рост;- график работы 5/2 с 9/10/11 до 18/19/20;";Удаленная доработка программ на платформе 1С.;Опыт работы программистом 1С от двух лет. - Опыт доработки одной или нескольких конфигураций: УТ/БП/ЗУП/КА/УПП/ERP. - ;;1С программирование
1112;1112;Программист 1С;Москва;75000.0;85000.0;Асист-ПРО;2019-11-14;20;От 3 до 6 лет;Полная занятость;Удаленная работа;"Задачи: - разработка дополнительного функционала: доработка, написание отчетов / обработок и т.д. ; - интеграция программ 1С с внешними системами. Требования: - опыт работы на должности &quot;Программист 1С&quot; от 2 лет; -наличие сертификата 1С:Специалист является большим преимуществом при отборе! - опыт кодирования в конфигурациях БУХ 2.0 / 3.0, УТ 10.3 / 11.X обязателен; - желательно знание конфигураций ЗУП 3.1, УПП, КА 2, ERP; - знания Конвертации данных 2.0/3.0 является дополнительным плюсом; - опыт работы с Web/HTTP –сервисами является дополнительным плюсом; - понимание общих принципов бухгалтерского или управленческого учета является дополнительным плюсом; - высшее образование; - ответственность; - вежливое общение. Мы предлагаем: - официальное трудоустройство по ТК РФ - работа на полный рабочий день; - удаленная работа, без командировок и выездов; - доступ к учебным материалам, курсам -командная разработка -разнообразные задачи -отпуск 28 дней - фиксированный оклад + премии - &quot;белая&quot; ЗП - работа с 9-00 до 18-00 по Москве.  ";разработка дополнительного функционала: доработка, написание отчетов / обработок и т.д. . - интеграция программ 1С с внешними системами. -командная разработка.;"опыт работы на должности &quot;Программист 1С&quot; от 2 лет. -наличие сертификата 1С:Специалист является большим преимуществом при отборе! - ";;"1С: Управление Производственным Предприятием;1С: Управление Торговлей;1С: Торговля;1С программирование;1С: Комплексная автоматизация;1C: Бухгалтерия"
1128;1128;Программист 1С;Ростов-на-Дону;95000.0;97000.0;Роспром;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Удаленная работа;"Обязанности:  Программирование в 1С 8 новых функциональных модулей по техническому заданию, их отладка и внедрение разработок Обновление текущих конфигураций. Проведение тестирования программного обеспечения. Оформление инструкций по работе с ПО и технической документации. Поддержка пользователей, включая удаленные подразделения. Формализация требований пользователей и формулирование задач, поставленных пользователем.    Требования:  Знание платформы 1С 8.2, 8.3 и конфигураций 1С БП: объектов прикладного решения (регистры, документы); механизмов СКД, КД, механизмов клиент-серверного взаимодействия, механизмов управляемого приложения, механизмов интеграции 1С с внешними источниками данных. Наличие опыта разработки на платформе 1С 8.2, 8.3, умение ориентироваться в чужом коде (поиск ошибок, оптимизация кода, запросов) Способность принимать участие в создании и управлении ИС на всех этапах жизненного цикла. Способность составлять и контролировать план выполняемой работы Владение платформой 1С 8.2, 8.3 и знание особенностей при работе с ними. Опыт разработки на управляемых формах. Опыт перевода конфигурации на WEB-интерфейс. Так же будет приветствоваться опыт в работе с объектами «HTTP-сервисы». Понимание принципов оптимизации кода и поиск причин замедления работы базы.    Условия:  Работа в крупной стабильной компании. Только полный рабочий день. График с 8.30 до 17.30 по МСК Трудоустройство по ТК РФ. Полный соцпакет. Возможна удаленная работа. ";Программирование в 1С 8 новых функциональных модулей по техническому заданию, их отладка и внедрение разработок. Обновление текущих конфигураций. ;"Знание платформы 1С 8.2, 8.3 и конфигураций 1С БП: объектов прикладного решения (регистры, документы); механизмов СКД...";;
202;202;Программист 1С;Москва;80000.0;100000.0;Полиграф-защита СПб;2019-11-27;7;От 1 года до 3 лет;Полная занятость;Полный день;В компанию по производству полиграфической продукции приглашается программист 1С . Требования:  Высшее образование. Опыт работы не менее года. Знание 1С и опыт программирования. Опыт работы с типовыми конфигурациями Бухгалтерия предприятия 8, Бухгалтерия предприятия 8 КОРП, ЗУП.    Обязанности:  Участие в проектах по автоматизации предприятия на базе 1С: Предприятие 8.2. и 8.3. Консультирование сотрудников по вопросам работы с программным обеспечением. Разработка и постановка технического задания. Выполнение работ по техническому заданию. Поддержка и обновление нетиповых и доработанных конфигураций, написание обработок, отчетов, печатных форм, выгрузка и обмен данными и т.д.  Условия:  График работы с 8.30 до 17.00, сб., вс - выходные М. «Кожуховская» (5 мин. пешком) Уровень заработной платы обсуждается на собеседовании Оформление по ТК РФ ;Участие в проектах по автоматизации предприятия на базе 1С: Предприятие 8.2. и 8.3. Консультирование сотрудников по вопросам...;Высшее образование. Опыт работы не менее года. Знание 1С и опыт программирования. Опыт работы с типовыми конфигурациями Бухгалтерия предприятия...;;"1С программирование;1С: Бухгалтерия;1С: Предприятие 8;1С: Зарплата и управление персоналом;1С: Комплексная автоматизация"
1984;1984;Программист 1С;Москва;100000.0;130000.0;Вератис;2019-12-03;1;Более 6 лет;Полная занятость;Удаленная работа;"Всем привет, если своими словами - нам нужен профессионал своего дела, который может работать дома, в парке, в Турции, в Таиланде, да где угодно, нам не важно, главное - Ваше стремление выполнять работу качественно, мы любим делать работку качественно и в срок.   Нам важно, чтобы специалист выполнял свои задачи профессионально: 1. получил задачу от аналитика или руководителя проекта, обсудил, зафиксировал требования, архитектуру. 2. выполнил в срок и сдал задачу, при этом оформив протокол тестирования или доработав инструкцию Заказчика Обязанности:  Участвовать в проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций; Обеспечение качественного кода; Доработка конфигураций 1С, интеграция 1С с другими системами; Создание собственных решений и разработок; Участвовать в проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций; Сложные обновления, переносы данных, переходы на новые конфигурации. Оформление протоколов тестирования разработанного функционала Быть доступным по скайпу, мобильному телефону в рабочее время  Требования:  Знание типовых конфигураций 1С (наличие сертификата &quot;Специалист&quot; по платформе 1С 8.2-8,3 приветствуется); Навыки программирования в 1С УНФ, УТ 11, КА, ЕРП, БП 3, ЗУП 3 будут преимуществом Опыт программирования в среде 1С 8 от 5-ти лет; Стремление к профессиональному росту.  Условия:  Интересные задачи, крупные проекты. Реальные возможности профессионального и карьерного роста. Обучение и повышение квалификации: корпоративные курсы, семинары, тренинги, возможность получить сертификаты 1С за счет компании. График работы 5/2 Оклад + премия от результатов выполнения работы, все прозрачно и понятно Коллектив профессионалов-единомышленников.  Ключевые навыки  1С программирование Ответственность   ";Участвовать в проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Обеспечение качественного кода. Доработка конфигураций 1...;"Знание типовых конфигураций 1С (наличие сертификата &quot;Специалист&quot; по платформе 1С 8.2-8,3 приветствуется). Навыки программирования в...";;"Исполнительность;Ориентация на результат;Работа в команде;Обучение и развитие;Коммуникабельность"
