;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
1927;1927;Программист 1C;Красноярск;50000.0;70000.0;Айти-Проф;2019-11-15;19;От 1 года до 3 лет;Частичная занятость;Гибкий график;Аутсорсинговая компания Айти Проф приглашает к сотрудничеству опытного программиста 1С.Компания занимается IT-сопровождением, имеем большое количество клиентов, нуждающихся в грамотном сопровождении 1С. Отправляйте свои резюме на электронную почту или звоните!   Обязанности:  разработка/доработка/оптимизация/внедрение решений на базе платформы 1С. консультация заказчика.  Требования:  опыт разработки на платформе 1С 8.х. базовые знания учета товародвижения, бухгалтерского учета.  Условия:  Работа сдельная, оплата по эффективным часам. Стоимость часа зависит от уровня специалиста. Работать можно как в офисе, так и удаленно, возможно совмещение с основной работой. ;Разработка/доработка/оптимизация/внедрение решений на базе платформы 1С. Консультация заказчика.;Опыт разработки на платформе 1С 8.х. Базовые знания учета товародвижения, бухгалтерского учета.;;
1003;1003;Программист 1C;Новосибирск;60000.0;80000.0;Кантри;2019-11-20;14;От 1 года до 3 лет;Полная занятость;Гибкий график;Производственное предприятие. Идет процесс настройки ЕРП, возникают доработки программы, которые нужно делать. Также есть БП, ЗУП и КА в которых предприятие работает сейчас, по ним так же появляются задачи для программиста. Рассматриваем специалиста в штат либо сотрудничество по договору на конкретные задания. Работать можно удаленно (дома), в офисе или на производстве. Обязанности - Доработка текущих конфигураций - Обновлений - Помощь пользователям в решении вопросов - Дальнейшее сопровождение и обслуживание Необходимые навыки. · Опыт работы в 1С с управляемыми формами · Знание типового функционала программ семейства 1С Предприятие 8. · Понимание бух.учета и документооборота Условия: Достойная, своевременная, официальная заработная плата.- Официальное трудоустройство согласно ТК РФ- Соц. пакет согласно ТК РФ (оплачиваемые больничный лист и отпуск - 28 дн.)- Повышения своей квалификации, обучение.- Деловая, доброжелательная обстановка в коллективе.- Комфортное рабочее место и удобное месторасположения. Резюме на электронную почту.;Производственное предприятие. Идет процесс настройки ЕРП, возникают доработки программы, которые нужно делать. Также есть БП, ЗУП и КА в которых...;Необходимые навыки. Опыт работы в 1С с управляемыми формами. Знание типового функционала программ семейства 1С Предприятие 8. ;;1С программирование
1514;1514;Программист 1C;Санкт-Петербург;70000.0;100000.0;Метрис;2019-12-04;0;От 3 до 6 лет;Полная занятость;Полный день;Обязанности:  Разработка с нуля и доработка существующего функционала не типовой конфигурации на платформе 1С-8.3.  Требования:  Умение самостоятельно решать поставленные задачи и делать качественный продукт для пользователей. Опыт программирования в 1С 8.3 от 3 лет. Обязателен опыт программирования управляемых форм. Знание СКД, отличное знание 1С запросов. Загрузка/ выгрузка данных через XML. Желательно знание программирования Web-сервисов под 1С. Опыт работы в команде с применением хранилища.  Условия:  Комфортабельный офис в пешей доступности от метро Звенигородская Молодая, развивающая компания. один из лидеров своего сегмента Дружный коллектив  Адрес Санкт-Петербург, улица Социалистическая, м. Звенигородская   Тип занятости Полная занятость, полный день  ;Разработка с нуля и доработка существующего функционала не типовой конфигурации на платформе 1С-8.3.;Умение самостоятельно решать поставленные задачи и делать качественный продукт для пользователей. Опыт программирования в 1С 8.3 от 3...;;
1818;1818;Программист 1C;Москва;110000.0;120000.0;НУЦ Качество;2019-12-01;3;От 3 до 6 лет;Полная занятость;Полный день;"Обязанности: - поддержка и доработка не типовой клиент-серверной конфигурации на базе 8.3 написанной «с ноля»;- поддержание в актуальном состоянии конфигураций Бухгалтерия предприятия 3.0/3.1, ЗиК 3.0/3.1, УТ 11;- контроль резервного копирования информационных баз;- написание и доработка специализированных обработок;- консультации пользователей по вопросам работы ИБ;- контроль взаимодействия ИБ с интернет-порталом компании на платформе Битрикс. Требования: - подтвержденный опыт работы программистом 1С 8.2/8.3 свыше 5 лет; - знание типовых конфигураций Бухгалтерия предприятия 3.0/3.1, ЗиК 3.0/3.1, УТ 11; - знание плана счетов и основных принципов бух.учета предприятия; - знание других языков программирования как плюс; - навыки составления и согласования технических заданий; - наличие сертификата специалиста 1С; - опыт участия в реальных проектах внедрения 1С - опыт разработки не типовых клиент-серверных конфигураций на базе 8.2 / 8.3 &quot;с ноля&quot;; - опыт работы с распределенными базами данных, RLS; - знание и опыт применения БСП; - опыт настройки и оптимизации SQL сервера для работы с 1С; - опыт настройки MS IIS и Apache для публикации баз; - опыт двустороннего взаимодействия с внешними источниками данных (прямые соединения); - опыт интеграции с решениями Битрикс интернет-магазин. Условия:  график работы 5/2, с 10:00 до 18:00 дружный коллектив оформление по ТК оплачиваемый отпуск и больничный профессиональный и карьерный рост в области сертификации заработная плата обсуждается по результатам собеседования ";поддержка и доработка не типовой клиент-серверной конфигурации на базе 8.3 написанной «с ноля». - поддержание в актуальном состоянии конфигураций...;подтвержденный опыт работы программистом 1С 8.2/8.3 свыше 5 лет. - знание типовых конфигураций Бухгалтерия предприятия 3.0...;;"1С-Битрикс;MS SQL;1С: Предприятие 8;1С программирование;1С: Зарплата и кадры"
403;403;Программист 1C;Санкт-Петербург;;120000.0;ЭКОДАР-СПБ;2019-12-04;0;От 1 года до 3 лет;Полная занятость;Полный день;Торгово-производственная компания Экодар приглашает на работу программиста 1с Обязанности:  Участие в проекте по внедрению 1С CRM Консультации пользователей Настройка прав доступа Настройка отчетов Поддержка 1С УТ 10 Обновление ЗУП и БП Администрирование баз Контроль за регламентными операциями над базами  Требования:  Высшее образование Опыт разработки на платформе 1С: Предприятие 8 Знание основных механизмов платформы Умение работать с обычными и управляемыми формами Опыт разработки отчетов в СКД Навыки администрирования 1С (обновление, бэкапы, настройка прав)  Условия:  Заработная плата о120 000 руб.  Возможность получения консультаций по техническим вопросам у ведущих программистов 1С головного офиса  График работы с понедельника по пятницу с 9.00 до 17.30, обед 30 минут. (сб и вс-выходные дни) Молодой и дружный коллектив Карьерный рост Офис в БЦ Энергия (10 мин пешком от м. Московская)  Экодар - динамично развивающаяся инжиниринговая компания полного цикла, основанная в 1993 году. Обладая передовыми компетенциями реального сектора экономики, компания занимает лидерские позиции по производству, установке и обслуживанию индивидуальных и индустриальных систем очистки воды, фильтров класса HoReCa и автоматов питьевой воды для дома и офиса. Ключевой задачей в стратегии развития Экодара является построение эффективной команды единомышленников с ориентацией на безупречное качество продукции и услуг. Экодар в цифрах: 26 лет безусловного лидерства в профессиональных компетенциях650 квалифицированных штатных сотрудников26 300 установленных систем водоподготовки в загородных домах и производствах800 000 довольных пользователей пурифайеров Ecomaster950 дилерских центров продаж в регионах России и странах СНГ2 400 кв. м офисного пространства в современном бизнес-центрах Москвы и Санкт-Петербурга3 900 кв. м производственных и складских площадей;Участие в проекте по внедрению 1С CRM. Консультации пользователей. Настройка прав доступа. Настройка отчетов. Поддержка 1С УТ 10. ;Высшее образование. Опыт разработки на платформе 1С: Предприятие 8. Знание основных механизмов платформы. Умение работать с обычными и управляемыми...;;"1С: Торговля;1С программирование;1С: Предприятие 8"
1676;1676;Программист 1C;Москва;100000.0;140000.0;Линкс Лайн;2019-12-03;1;От 3 до 6 лет;Полная занятость;Полный день;"Обязанности:  Техническая поддержка пользователей по программным продуктам 1С: типовым конфигурациям и конфигурациям собственной разработки (консультации, помощь в решении проблем); Разработка новых и корректировка существующих объектов (справочников, документов), отчетов, обработок, печатных форм, ролей пользователей; Обновление типовых и нетиповых конфигураций; Настройка обмена данными с сайтом со стороны 1С, взаимодействие с веб-разработчиками (Битрикс); Разработка регламентов, инструкций по работе в программах 1С; Обучение пользователей работе в программах 1С; Работа с заявками (инцидентами) в тикет-системе  Требования:  Образование: высшее, наличие сертификатов 1С приветствуется Уверенное знание типовых конфигураций 1С: УПП 1.3, УТ 10, УТ 11, БП 2, БП 3, ЗУП 3; Умение и готовность разбираться в чужом коде; Уверенное грамотное программирование на платформе 1С: Предприятие 8: обычные управляемые формы, СКД, RLS; Знание основ бухгалтерского, налогового и кадрового учета  Условия:  Оформление по ТК РФ График работы: 5/2, с 9.00 до 18.00 Территориально: м. Сходненская (офис на территории Тушинского Машиностроительного Завода) Испытательный срок 3 мес (возможно досрочное окончание) З/п на период испытательного срока от 100000 Квартальные премии по результатам работы Корпоративная мобильная связь ";Техническая поддержка пользователей по программным продуктам 1С: типовым конфигурациям и конфигурациям собственной разработки (консультации, помощь в решении проблем). ;Образование: высшее, наличие сертификатов 1С приветствуется. Уверенное знание типовых конфигураций 1С: УПП 1.3, УТ 10, УТ 11...;;"Системное мышление;Ответственность;Способность эффективно работать в режиме многозадачности;Желание развиваться;1С: Управление Производственным Предприятием"
1466;1466;Программист 1C;Москва;120000.0;140000.0;Кадровый центр «Президент»;2019-11-08;26;От 3 до 6 лет;Полная занятость;Полный день;Обязанности:  Программирование по техническим заданием.  Требования:  Высшее техническое образование. Опыт разработки обычных приложений от 1 года Опыт разработки управляемых приложений от 1-го года  Условия:  Оформление по ТК РФ Соц.пакет Работа в офисе работодателя Оклад от 120 000 до 140 000 на руки. ;Программирование по техническим заданием.;Высшее техническое образование. Опыт разработки обычных приложений от 1 года. Опыт разработки управляемых приложений от 1-го года.;;"Pascal;1С программирование"
761;761;Программист 1C;Благовещенск (Амурская область);50000.0;;ТЦ Строймастер;2019-11-17;17;От 1 года до 3 лет;Полная занятость;Полный день;Обязанности: Настройка и поддержка программного продукта 1С: Предприятие. Написание или доработка новых конфигураций баз 1С. Создание и доработка новых форм отчетов, обработок. Требования: Высшее образование.Навык программирования.Опыт работы. Условия: Мы предлагаем работу в крупной, стабильной компании, с достойной оплатой труда по результатам собеседования, с перспективой карьерного роста до руководителя отдела с з/п 80 000 - 100 000 руб.. График работы 5/2 с 8-00 до 17-00, сб.,вс. выходной.;Настройка и поддержка программного продукта 1С: Предприятие. Написание или доработка новых конфигураций баз 1С. Создание и доработка новых...;Высшее образование.Навык программирования.Опыт работы.;;1С программирование
1066;1066;Программист 1C;Москва;80000.0;;Dr.Loder;2019-11-20;14;От 3 до 6 лет;Полная занятость;Полный день;В связи с активным развитием компании, открыта вакансия Программист 1 С.   Ты можешь стать частью нашей команды, если ты имеешь :  наличие сертификатов по платформе или типовым конфигурациям 1С 8 высшее техническое образование  Наши задачи:  программирование и разработка на платформе 1 С 8 ( «Фитнес») выявление и формализация потребностей заказчика в автоматизации участие в проектах внедрения и разработки конфигураций для платформы 1 С 8  Условия :  официальное трудоустройство рабочее место :ст.м.Белорусская возможность заниматься в фитнес клубах сети ;Программирование и разработка на платформе 1 С 8 ( «Фитнес»). Выявление и формализация потребностей заказчика в автоматизации. Участие в проектах внедрения...;Наличие сертификатов по платформе или типовым конфигурациям 1С 8. Высшее техническое образование.;;
1009;1009;Программист 1C;Санкт-Петербург;90000.0;;БТА;2019-11-25;9;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Поддержка пользователей, консультирование; Решение ошибок / проблем связанных с 1С Обеспечение доступности / работоспособности БД 1С Разработка / доработка функционала для конфигураций 1С; Поддержка обменов, разработка новых обменов; Написание отчетов и обработок;  Требования:  Опыт работы с ОФ и УФ; Опыт работы с КД 2.1; Опыт работы с нетиповыми конфигурациями; Умение читать чужой код; Написание аккуратного, оптимизированного и понятного кода; Знание механизмов платформы; Приветствуется опыт работы с (WEB сервисами, HTTP запросами, COM объектами) Будет плюсом опыт в администрировании сервера MS 2008, сервера 1С, IIS. Будет плюсом опыт работы с системой ЭДО Диадок.  Условия:  Полная занятость, 5/2 с 9:00 до 18:00 Оформление в соответствии с ТК РФ; Участие в проекте перехода на новую конфигурацию; Open office, молодой и дружный коллектив. ";Поддержка пользователей, консультирование. Решение ошибок / проблем связанных с 1С. Обеспечение доступности / работоспособности БД 1С. Разработка / доработка функционала для...;Опыт работы с ОФ и УФ. Опыт работы с КД 2.1. Опыт работы с нетиповыми конфигурациями. Умение читать чужой...;;"1С программирование;1С: Бухгалтерия;1С: Предприятие 8;1С: Зарплата и управление персоналом;Администрирование серверов Windows;1С: Документооборот;Администрирование сетевого оборудования;Банк-клиент;1С: Комплексная автоматизация;1С: Зарплата и кадры"
