;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
1787;1787;Ведущий программист 1С;Рязань;;90000.0;СПЕКТР;2019-11-22;12;Нет опыта;Полная занятость;Полный день;"Обязанности:  Участие в проектах автоматизации систем учета внутренних заказчиков, составление ТЗ; разработка, оптимизация запросов, программного кода  Требования:  Желателен опыт разработки на платформе 1С 8.2, 8.3 (знание принципов работы управляемого приложения), знание СКД; опыт работы в одной из типовых конфигураций УПП, ERP, БП, ЗУП, ДО  Приветствуются:  Опыт настройки интеграции с использованием механизмов COM соединений‚ web –сервисов; Наличие сертификатов 1С: Специалист-Консультант, 1С:Специалист;  Знание соответствующей предметной области (производство, кадры и учет зарплаты, продажи, складской учет, бухгалтерский учет)   Условия:  Официальное оформление, все соц.гарантии, уровень заработной платы обсуждается индивидуально; График работы 5/2, с 8 до 17 ч.; Место работы - ул. Военных автомобилистов Служебный транспорт с основных районов города. ";Участие в проектах автоматизации систем учета внутренних заказчиков, составление ТЗ. Разработка, оптимизация запросов, программного кода.;"Желателен опыт разработки на платформе 1С 8.2, 8.3 (знание принципов работы управляемого приложения), знание СКД; опыт работы...";;"1С: Зарплата и управление персоналом;1С программирование;1С: Производство;1С: Документооборот;ERP-системы на базе 1С"
1035;1035;Ведущий программист 1С;Москва;150000.0;180000.0;Дёке Экстружн;2019-11-19;15;От 3 до 6 лет;Полная занятость;Полный день;"Уважаемые кандидаты. Данная вакансия предполагает работу в нашем офисе, полный рабочий день. Удалённой работы нет.  Обязанности:  Доработка и обновление баз Обмены и выгрузки между базами филиалов компании Удаленная поддержка пользователей Участие во внедрении конфигураций 1С: Управление холдингом и CRM  Требования:  Знания бухгалтерского учета в оптовой торговле и производстве Опыт программирования от 5 лет в конфигурациях 1С: Бухгалтерия, 1С Торговля, обмен между ними, глубокое знание механизмов разграничения прав Как существенный плюс опыт работы с конфигурациями 1С:ЗУП 3.1, 1С: ERP 2 по блокам &quot;Производство&quot;, &quot;Бюджетирование&quot;, понимание основ WEB технологий (HTML, JS, CSS, PHP, SOAP ) Желание работать в команде молодых профессионалов, участвовать в крупном проекте по автоматизации  Условия:  Работа в комфортном офисе м. Водный стадион (3 мин от метро, шаговая доступность), 10.00- 18.30 Официальное трудоустройство Белая заработная плата ДМС Не проектная работа! Испытательный срок 3 месяца ";Доработка и обновление баз. Обмены и выгрузки между базами филиалов компании. Удаленная поддержка пользователей. Участие во внедрении конфигураций 1С...;Знания бухгалтерского учета в оптовой торговле и производстве. Опыт программирования от 5 лет в конфигурациях 1С: Бухгалтерия, 1С...;;"1С: Зарплата и управление персоналом;1С: Бухгалтерия;CSS;1С программирование;1С: Предприятие: Бухгалтерский Учет;ERP-системы на базе 1С;1C: Бухгалтерия;1C: Зарплата и кадры;1С: Комплексная автоматизация;1С: Управление предприятием;HTML;PHP"
1450;1450;Ведущий программист 1С;Ижевск;70000.0;;Баланс-сервис, Ижевск;2019-11-13;21;От 3 до 6 лет;Полная занятость;Полный день;"Для нас важно:  Имеющийся отличный навык программирования в среде 1С; Хорошее знание типовых конфигураций &quot;1С&quot;; Знание предметных областей учета: бухгалтерского, управленческого, производственного, налогового, торговой деятельности. Если нет – подадим руку помощи в изучении; Желание развиваться.  Что нужно делать:  Участвовать в проектах по автоматизации крупных предприятий и холдингов по внедрению комплексных систем на базе 1С; Заниматься разработкой согласно ТЗ. Мы обучим, если будет необходимость, мы подскажем, если будут вопросы и мы дадим все необходимые материалы для выполнения поставленной задачи.  Что мы ожидаем увидеть в тебе:  Желание зарабатывать и получать бесценный опыт; Организованность, ответственность и самостоятельность; Умение излагать информацию на понятном языке; Умение общаться с заказчиком;    Почему стоит идти именно к нам:    Мы соблюдаем ТК РФ без вариантов! Принимаем в штат официально, оплачиваем больничные и отпуска, выплачиваем официально и платим налоги. Мы обучаем, сертифицируем и повышаем квалификацию бесплатно; Мы тщательно следим за тем, чтобы ВЫ выросли внутри компании карьерно, денежно, профессионально и лично; Мы компенсируем сотовую связь; У нас удобный современный офис в центре города; У нас работают лучшие сотрудники и руководители; У нас стабильно и надежно – компания существует 18 лет и 1С дает нам долгосрочные перспективы развития; Наш график пятидневка, но есть возможность гибкого подхода; У нас всегда чай, кофе, печенье на нашей кухне.  Мы рады отклику, и если мы Вас не убедили здесь – убедим лично!     ";Участвовать в проектах по автоматизации крупных предприятий и холдингов по внедрению комплексных систем на базе 1С. Заниматься разработкой согласно...;"Имеющийся отличный навык программирования в среде 1С. Хорошее знание типовых конфигураций &quot;1С&quot;. Знание предметных областей учета: бухгалтерского, управленческого...";;
1181;1181;Ведущий программист 1С;Екатеринбург;100000.0;;Финансы и Право;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;"Приглашаем на постоянную работу Ведущего программиста 1С.Организация: крупное холдинговое предприятие.Направление деятельности: эксплуатация жилой недвижимости, коммунальные услуги. Обязанности:  разработка базы с нуля; доработка типовых конфигураций 1С (ЗУП , БП 2.0 БП 3.0); поиск и исправление ошибок в существующем программном коде; администрирование 1С; написание отчетов и обработок, СКД; конвертация данных; работа с торговым оборудованием; поддержка пользователей; решение проблемных вопросов, обучение, тех. документация.  Требования:  опыт работы от 1 года; знание основ кадрового, торгового и бухгалтерского учета; знание типовых конфигураций; понимание логики работы бизнес-процессов типовых конфигураций, в том числе УПП; владение языком запросов; внимательность, ответственность, обучаемость; дополнительным преимуществом будет: участие в проектах по разработке ERP – систем, наличие сертификатов 1С, умение работать с базами данных MSSQL (построение таблиц, написание запросов, хранимых процедур); понимание принципов ООП, шаблонов проектирования MVC, опыт в написании внешних компонент для 1С, знание других языков.  Условия:  трудоустройство в соответствии с ТК РФ; место работы – проезд Решетникова (Юго-Запад); график работы: 5/2 с 8:30 до 17:30, сб-вс выходные дни; комфортное рабочее место, частичная компенсация питания (на территории предприятия есть кафе); заработная плата обсуждается на собеседовании (рассматриваются ожидания кандидатов).  Благодарим Вас за интерес, проявленный к нашей вакансии.Мы рассмотрим Ваше резюме в течение 5 дней с момента его получения. Если Ваш опыт работы и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным в резюме контактам.Отсутствие ответа в течение двух недель означает, что, к сожалению, на сегодня у нас нет подходящих вакансий. При этом Ваше резюме будет сохранено в нашей базе данных и если подходящая вакансия появится в последующем, мы предложим ее Вам для рассмотрения.";Разработка базы с нуля. Доработка типовых конфигураций 1С (ЗУП , БП 2.0 БП 3.0). Поиск и исправление ошибок...;Опыт работы от 1 года. Знание основ кадрового, торгового и бухгалтерского учета. Знание типовых конфигураций. Понимание логики работы бизнес-процессов...;;
558;558;Ведущий программист 1С;Москва;150000.0;;САЛАИР;2019-11-26;8;От 3 до 6 лет;Полная занятость;Полный день;"Обязанности:  Осуществлять поддержку текущих процессов; Анализ и оптимизация конфигураций 1С; Введение стандартов разработки; Самостоятельная разработка ключевых разделов/модулей; Описание, анализ, оптимизация и внедрение бизнес-процессов; Сбор и анализ бизнес-требований функциональных заказчиков; Разработка функциональных требований и технических заданий; Тестирование разработанного функционала, составление пользовательских инструкций, обучение пользователей; Поддержка пользователей в рамках информационных систем; Консультирование и поддержка пользователей по работе с 1С; Разработка различных отчетов; Сбор и анализ замечаний со стороны функционального заказчика; Участие во внедрении новых решений 1С; Сопровождение конфигурации «Клеверенс Софт», ПРОФ драйвер ТСД (3.0.0.111).  Требования:  Знание типовых конфигураций 1С; Знание основных механизмов 1С; Знания бизнес-процессов финансово -хозяйственной деятельности, кадрового учета, документооборота, закупки и снабжения в крупных вертикально интегрированных компаниях; Умение работать с большим массивом информации; Уверенный пользователь Excel (ВПР, ГПР, ПОИСКПОЗ, ЕСЛИ и т.д., построение графиков, сводных таблиц);   Опыт работы: не менее 3-х лет по настройкам/разработкам на базе платформы 1С; Высшее техническое образование.  Условия:  Официальное оформление по ТК РФ. Полностью белая з/п. Уровень дохода обсуждается с успешным кандидатом. Офис в шаговой доступности от ст. метро Проспект Мира. График работы: 5/2 с 9.00 до 18.00. ";Осуществлять поддержку текущих процессов. Анализ и оптимизация конфигураций 1С. Введение стандартов разработки. Самостоятельная разработка ключевых разделов/модулей. ;Знание типовых конфигураций 1С. Знание основных механизмов 1С. Знания бизнес-процессов финансово -хозяйственной деятельности, кадрового учета, документооборота, закупки...;;
1846;1846;Ведущий программист 1С;Москва;150000.0;;Пионер, Группа компаний;2019-12-03;1;От 3 до 6 лет;Полная занятость;Полный день;"Группа компаний «Пионер» с 2001 года специализируется на реализации градостроительных проектов многофункциональной и комплексной жилой застройки с последующим управлением и сервисным обслуживанием. Мы накопили уникальный опыт реализации проектов различного уровня сложности и занимаем одну из ведущих позиций в инвестиционно-строительном сегменте российского рынка! В наш дружный и профессиональный коллектив мы ждем Ведущего программиста 1С! Основные задачи:  Разработка новой функциональности по запросам пользователей Администрирование и поддержка существующих информационных баз 1С  Поддержка и консультирование пользователей   Устранение ошибок в существующих учетных системах   Оптимизация существующих разработок и быстродействия информационных баз 1С   Участие в обсуждении векторов развития информационных систем на базе 1С и их взаимодействий   Наши ожидания:   Знание типовых конфигураций 1С:Бухгалтерия 3.0, 1С:Зарплата и управление персоналом 3.1.   Профессиональное программирование и администрирование в среде 1С:Предприятие 8.х. от 3-х лет   Знание основных механизмов платформы в том числе СКД, RLS и управляемого интерфейса   Знание механизмов интеграции (Com, XML, Web)   Умение разбираться в чужом коде   Желателен опыт работ с конфигурациями БИТ:Финанс   Знание основ финансового, бухгалтерского, кадрового, налогового и управленческого учетов   Опыт консультирования и обучения пользователей   Опыт формализации устных требований заказчика   Приветствуется опыт работы c НСИ (особенно с ЕSB Datareon)   С нашей стороны:  Интересные амбициозные проекты! График работы 5/2 с 9.30 до 18.30 Оформление в соответствии с ТК Стабильная &quot;белая&quot; зарплата и система мотивации Офис - м.Фрунзенская, Парк Культуры   ";Разработка новой функциональности по запросам пользователей. Администрирование и поддержка существующих информационных баз 1С. Поддержка и консультирование пользователей. ;Знание типовых конфигураций 1С:Бухгалтерия 3.0, 1С:Зарплата и управление персоналом 3.1. Профессиональное программирование и администрирование...;;1С программирование
830;830;Ведущий программист 1С;Москва;;;Интерфакс;2019-12-02;2;От 3 до 6 лет;Полная занятость;Полный день;"Международная информационная группа «Интерфакс» - лидер российского информационного рынка в сегменте В2В. Кроме того, что мы информационное агентство #1 в России, мы еще и крупная IT-компания с несколькими центрами программных разработок, расположенными в Москве и регионах. По задачам: - Разработка на платформе 1С Предприятие 8.3 (управляемые формы)- Доработка и поддержка программных продуктов на базе 1С;- Поддержка и расширение интеграционных механизмов между БД 1С;- Написание отчетов, доработка типовых и разработка новых печатных форм;- Написание сопроводительной документации к разработкам;- Диагностика ошибок по заявкам пользователей и консультирование по проблемным ситуациям;- Администрирование БД; По знаниям:  Высшее образование (профильное, как преимущество);Отличное знание платформ 1С: Предприятие 8.3;Наличие успешно завершенных проектов;Опыт интеграции систем, способность к решению нестандартных задач;Опыт работы с 1С Корпоративный документооборот;Опыт использования обменов XDTO-пакетами (работа с web-сервисами);Опыт создания/конфигурирования бизнес-процессов Мы предлагаем:  Идеальное рабочее место - Офис в историческом центре Москвы (Маяковская, 1 мин. ходьбы от метро). Ответственность и гибкость - Официальное оформление, &quot;белая&quot; заработная плата, гибкий подход к организации рабочего дня (время прихода с 9:00 до 11:00), ДМС (включая стоматологию). Рост и перспектива - Перспективы и карьерного и профессионального роста. Лучшая работа и активная жизнь - Тренинги и обучение, участие в профессиональных конференциях и корпоративных мероприятиях. ";Разработка на платформе 1С Предприятие 8.3 (управляемые формы). - Доработка и поддержка программных продуктов на базе 1С. - ;По знаниям: Высшее образование (профильное, как преимущество). Отличное знание платформ 1С: Предприятие 8.3. Наличие успешно завершенных проектов. ;;
848;848;Ведущий программист 1С;Москва;;;Объединенные кондитеры;2019-11-28;6;От 1 года до 3 лет;Полная занятость;Полный день;Обязанности:  Разработка и доработка конфигураций 1С УТ 11, УТ 10.3, Бухгалтерия 3.0 и 2.0, УПП, ERP под бизнес процессы компании Поддержка конфигураций 1С  Требования:  Высшее техническое образование, ИТ Знание основных типовых конфигураций 1С Опыт работы не менее 1-1,5 года  Условия:  Место работы: м. Павелецкая График работы 5/2 с 9:00 до 18:00 Официальное трудоустройство в штат компании, соцпакет согласно ТК РФ Белая заработная плата, выплачивается 2 раза в месяц Профессиональное развитие в крупнейшем российском производственно-торговом холдинге ;Разработка и доработка конфигураций 1С УТ 11, УТ 10.3, Бухгалтерия 3.0 и 2.0, УПП, ERP под...;Высшее техническое образование, ИТ. Знание основных типовых конфигураций 1С. Опыт работы не менее 1-1,5 года.;;
1039;1039;Ведущий программист 1С;Москва;;;СТРИЖ-Логистик;2019-12-04;0;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  программирование на платформе 1С8, конфигурации УТ 10.3, БСП, мобильная платформа; поддержка и обновление типовых и не типовых конфигураций; разработка и внедрение новых конфигураций на основе БСП и «с нуля»; интеграция 1С с различным ПО (различными методами, WEB сервисы, ADO, конвертация данных, JSON, XML); работа с торговым оборудованием, мобильными приложениями, кластером серверов приложений и баз данных, тонкими и веб-клиентами, управляемым интерфейсом, web-сервисами; управление командой разработчиков, постановка заданий, согласование проектов; консультация сотрудников по вопросам работы программы.  Требования:  опыт аналогичной работы от двух лет; хорошее знание всех механизмов/объектов конфигурации 1С8; практический положительный опыт программирования на платформе 1С8 от года; понимание предметной области (основ бухгалтерского и складского учета); навыки архитектора; коммуникабельность, инициативность, желание развиваться.  Условия:  работа в активно развивающейся компании; оформление согласно ТК РФ; заработная плата от 130 000 рублей, обсуждается по результатам встречи; график 5/2 с 09.00-18.00; офис в пешей доступности (3 минуты пешком) от ст. м. Фонвизинская. ";Программирование на платформе 1С8, конфигурации УТ 10.3, БСП, мобильная платформа. Поддержка и обновление типовых и не типовых...;Опыт аналогичной работы от двух лет. Хорошее знание всех механизмов/объектов конфигурации 1С8. Практический положительный опыт программирования на...;;"XML;1С: Управление Торговлей;1С: Торговля;JSON API"
1210;1210;Ведущий программист 1С;Санкт-Петербург;;;ALP Group;2019-11-22;12;Более 6 лет;Полная занятость;Полный день;"Наша Компания осуществляет автоматизацию процессов учета, управления и планирования для крупных корпораций нефтяного сектора, химического, энергетического и других компаний (Газпром нефть, Роснефть, Уралкалий и др.). Автоматизацию, которую мы проводим, является крупнейшей в стране, уникальной по своей архитектуре, с использованием передовых ИТ-технологий. Несколько фактов:  Мы более 20 лет на рынке; Команда - более 200 человек; Мы работаем с сектором крупного корпоративного бизнеса, поэтому наши проекты масштабные и длительные; Мы поддерживаем наших сотрудников в профессиональном и карьерном развитии; Мы используем современные технологи и &quot;железо&quot;.  Если Вам хочется работать в молодой, живой, дружной команде, заниматься нескучными 1С-проектами, иметь реальную возможность развития и роста – мы будем рады видеть Вас в нашей команде.   Чем предстоит заниматься:  Внедрение, поддержка и доработка конфигураций 1С на основе технического задания; Создание собственных решений и разработок; Первичное тестирование разработанного функционала; Решение проблем‚ возникающих в ходе работы АС; Получения опыта работы с передовыми практиками, такими как:  Разработка через EDT Инструментарий CI/CD Автоматизированное тестирование Анализ кода с помощью статического анализатора      Для нас важно:   Хорошее знание СКД;  Разработка механизмов интеграции и обмена данными (JSON, XML, конвертация данных, внешние источники данных и т.д.); Умение принимать архитектурные решения; Опыт работы с управляемыми формами; Опыт доработки чужого кода; Опыт разработки не типовых конфигураций; Опыт оптимизации кода; Опыт групповой разработки; Знание механизмов и подсистем БСП; Знание стандартов разработки 1С; Знание нескольких типовых продуктов УТ 11, БП, ДО и т.п.  Желательно:  Навыки составления тех. заданий и пользовательской документации; Знание других языков, например: JS,HTML; Опыт управления командой / программистом.    Мы ценим профессионализм, поэтому готовы предложить:  Уровень заработной платы, который опирается на уровень Ваших компетенций (не завязан на &quot;часах&quot; и Kpi); Работу в современно-оснащенном офисе, в шаговой доступности от метро (без разъездов); Выстроенную модель развития сотрудников в компании; Оформление согласно ТК РФ, Соц.пакет (ДМС) после прохождения испытательного срока; График работы 5/2 с 8:00-17:00, 9:00-18:00 либо с 10:00-19:00; Реальные возможности для профессионального и карьерного роста, на интересных и крупных проектах; Отличный, профессиональный коллектив; Вкусный кофе, чай, сладости и молоко)). ";Внедрение, поддержка и доработка конфигураций 1С на основе технического задания. Создание собственных решений и разработок. Первичное тестирование разработанного функционала. ;Хорошее знание СКД. Разработка механизмов интеграции и обмена данными (JSON, XML, конвертация данных, внешние источники данных и т.д.). ;;"1С: Управление Торговлей;Разработка технических заданий;HTML;SQL;1С: Бухгалтерия;1С: Документооборот;1С: Предприятие: Бухгалтерский Учет;1С: Розница;1C: Бухгалтерия;1С программирование;1С: Комплексная автоматизация;ERP-системы на базе 1С;Оптимизация кода;Управление командой;1С: Управление холдингом"
